



央视频道A,#genre#
陕西卫视,http://114.244.240.166:4022/rtp/239.3.1.41:8140$!
青海卫视,http://114.244.240.166:4022/rtp/239.3.1.44:8184$!
内蒙古卫视,http://114.244.240.166:4022/rtp/239.3.1.43:8176$!








央视频道B,#genre#
CCTV1综合,http://tpc.x3322.net:9901/tsfile/live/0001_1.m3u8$!
CCTV1综合,http://tpc.x3322.net:9901/tsfile/live/0001_1.m3u8$!
CCTV2财经,http://tpc.x3322.net:9901/tsfile/live/0002_1.m3u8$!
CCTV3综艺,http://tpc.x3322.net:9901/tsfile/live/0003_1.m3u8$!
CCTV4国际,http://tpc.x3322.net:9901/tsfile/live/0004_1.m3u8$!
CCTV5体育,http://tpc.x3322.net:9901/tsfile/live/0005_1.m3u8$!
CCTV6电影,http://tpc.x3322.net:9901/tsfile/live/0006_1.m3u8$!
CCTV7国防军事,http://tpc.x3322.net:9901/tsfile/live/0007_1.m3u8$!
CCTV8电视剧,http://tpc.x3322.net:9901/tsfile/live/0008_1.m3u8$!
CCTV9纪录,http://tpc.x3322.net:9901/tsfile/live/0009_1.m3u8$!
CCTV10科教,http://tpc.x3322.net:9901/tsfile/live/0010_1.m3u8$!
CCTV11戏曲,http://tpc.x3322.net:9901/tsfile/live/0011_1.m3u8$!
CCTV12社会与法,http://tpc.x3322.net:9901/tsfile/live/0012_1.m3u8$!
CCTV13新闻,http://tpc.x3322.net:9901/tsfile/live/0013_1.m3u8$!
CCTV14少儿,http://tpc.x3322.net:9901/tsfile/live/0014_1.m3u8$!
CCTV15音乐,http://tpc.x3322.net:9901/tsfile/live/0015_1.m3u8$!
CCTV17农业农村,http://tpc.x3322.net:9901/tsfile/live/1042_1.m3u8$!
CCTV5+体育赛事,http://tpc.x3322.net:9901/tsfile/live/0016_1.m3u8$!

卫视频道B,#genre#
山西卫视,http://tpc.x3322.net:9901/tsfile/live/0118_1.m3u8$!
湖南卫视,http://tpc.x3322.net:9901/tsfile/live/0117_2.m3u8$!
辽宁卫视,http://tpc.x3322.net:9901/tsfile/live/0121_1.m3u8$!
江苏卫视,http://tpc.x3322.net:9901/tsfile/live/0127_1.m3u8$!
梨园频道,http://live.dxhmt.cn:9080/19903718786/3159ec673c114135816d45dd52ad7396.m3u8$!
黑龙江卫视,http://tpc.x3322.net:9901/tsfile/live/0143_1.m3u8$!
北京卫视,http://tpc.x3322.net:9901/tsfile/live/0122_1.m3u8$!
东方卫视,http://tpc.x3322.net:9901/tsfile/live/0107_1.m3u8$!
浙江卫视,http://tpc.x3322.net:9901/tsfile/live/0124_1.m3u8$!
安徽卫视,http://tpc.x3322.net:9901/tsfile/live/0130_1.m3u8$!
东南卫视,http://tpc.x3322.net:9901/tsfile/live/0137_1.m3u8$!
天津卫视,http://tpc.x3322.net:9901/tsfile/live/0135_1.m3u8$!
江西卫视,http://tpc.x3322.net:9901/tsfile/live/0138_1.m3u8$!
山东卫视,http://tpc.x3322.net:9901/tsfile/live/0131_1.m3u8$!
河南卫视,http://tpc.x3322.net:9901/tsfile/live/0139_1.m3u8$!
河北卫视,http://tpc.x3322.net:9901/tsfile/live/0117_1.m3u8$!
湖北卫视,http://tpc.x3322.net:9901/tsfile/live/0132_1.m3u8$!
广东卫视,http://tpc.x3322.net:9901/tsfile/live/0125_1.m3u8$!
广西卫视,http://tpc.x3322.net:9901/tsfile/live/0119_1.m3u8$!
深圳卫视,http://tpc.x3322.net:9901/tsfile/live/0126_1.m3u8$!
海南卫视,http://tpc.x3322.net:9901/tsfile/live/0114_1.m3u8$!
三沙卫视,http://tpc.x3322.net:9901/tsfile/live/0142_1.m3u8$!
重庆卫视,http://tpc.x3322.net:9901/tsfile/live/0142_2.m3u8$!
贵州卫视,http://tpc.x3322.net:9901/tsfile/live/0120_1.m3u8$!
四川卫视,http://tpc.x3322.net:9901/tsfile/live/0123_1.m3u8$!
云南卫视,http://tpc.x3322.net:9901/tsfile/live/0119_2.m3u8$!
西藏卫视,http://tpc.x3322.net:9901/tsfile/live/0111_1.m3u8$!
陕西卫视,http://tpc.x3322.net:9901/tsfile/live/0136_1.m3u8$!
青海卫视,http://tpc.x3322.net:9901/tsfile/live/0140_1.m3u8$!
兵团卫视,http://tpc.x3322.net:9901/tsfile/live/0115_1.m3u8$!
甘肃卫视,http://tpc.x3322.net:9901/tsfile/live/0141_1.m3u8$!
新疆卫视,http://tpc.x3322.net:9901/tsfile/live/0110_1.m3u8$!
宁夏卫视,http://tpc.x3322.net:9901/tsfile/live/0112_1.m3u8$!
内蒙古卫视,http://tpc.x3322.net:9901/tsfile/live/0109_1.m3u8$!
吉林卫视,http://tpc.x3322.net:9901/tsfile/live/0116_1.m3u8$!

央视备用,#genre#
CCTV1-综合,http://36.136.13.251:18181/tsfile/live/faacts/0001_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV2-财经,http://36.136.13.251:18181/tsfile/live/faacts/0002_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV3-综艺,http://36.136.13.251:18181/tsfile/live/faacts/0003_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV4-国际,http://36.136.13.251:18181/tsfile/live/faacts/0004_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV5-体育,http://36.136.13.251:18181/tsfile/live/faacts/0005_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV6-电影,http://36.136.13.251:18181/tsfile/live/faacts/0006_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV7-军农,http://36.136.13.251:18181/tsfile/live/faacts/0007_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV8-电视剧,http://36.136.13.251:18181/tsfile/live/faacts/0008_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV9-纪录,http://36.136.13.251:18181/tsfile/live/faacts/0009_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV10-科教,http://36.136.13.251:18181/tsfile/live/faacts/0010_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV11-戏曲,http://36.136.13.251:18181/tsfile/live/faacts/0011_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV12-社会与法,http://36.136.13.251:18181/tsfile/live/faacts/0012_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV13-新闻,http://36.136.13.251:18181/tsfile/live/faacts/0013_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV14-少儿,http://36.136.13.251:18181/tsfile/live/faacts/0014_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV15-音乐,http://36.136.13.251:18181/tsfile/live/faacts/0015_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV16,http://36.136.13.251:18181/tsfile/live/faacts/1000_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV17,http://36.136.13.251:18181/tsfile/live/faacts/0019_1.m3u8?key=txiptv&playlive=1&authid=0$!

CCTV1-综合,http://171.117.13.205:9999/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV2-财经,http://171.117.13.205:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV3-综艺,http://171.117.13.205:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV4-国际,http://171.117.13.205:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV5-体育,http://171.117.13.205:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV6-电影,http://171.117.13.205:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV7-军农,http://171.117.13.205:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV8-电视剧,http://171.117.13.205:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV9-纪录,http://171.117.13.205:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV10-科教,http://171.117.13.205:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV11-戏曲,http://171.117.13.205:9999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV12-社会与法,http://171.117.13.205:9999/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV13-新闻,http://171.117.13.205:9999/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV14-少儿,http://171.117.13.205:9999/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0$!
CCTV15-音乐,http://171.117.13.205:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$!





卫视备用,#genre#
广东卫视,http://36.136.13.251:18181/tsfile/live/faacts/1165_1.m3u8?key=txiptv&playlive=1&authid=0$!
广西卫视,http://36.136.13.251:18181/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$!
湖南卫视,http://36.136.13.251:18181/tsfile/live/faacts/0128_1.m3u8?key=txiptv&playlive=1&authid=0$!
安徽卫视,http://36.136.13.251:18181/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0$!
四川卫视,http://36.136.13.251:18181/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$!
江苏卫视,http://36.136.13.251:18181/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$!
深圳卫视,http://36.136.13.251:18181/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$!
天津卫视,http://36.136.13.251:18181/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$!
上海卫视,http://36.136.13.251:18181/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$!
北京卫视,http://36.136.13.251:18181/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$!
浙江卫视,http://36.136.13.251:18181/tsfile/live/faacts/0124_1.m3u8?key=txiptv&playlive=1&authid=0$!
金鹰卡通,http://36.136.13.251:18181/tsfile/live/1071_1.m3u8?key=txiptv&playlive=1&authid=0$!
嘉佳卡通,http://36.136.13.251:18181/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0$!
卡酷少儿,http://36.136.13.251:18181/tsfile/live/1004_1.m3u8?key=txiptv&playlive=1&authid=0$!
新动漫,http://36.136.13.251:18181/tsfile/live/1062_1.m3u8?key=txiptv&playlive=1&authid=0$!



山西卫视,http://171.117.13.205:9999/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0$!
湖南卫视,http://171.117.13.205:9999/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0$!
浙江卫视,http://171.117.13.205:9999/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$!
广东卫视,http://171.117.13.205:9999/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0$!
深圳卫视,http://171.117.13.205:9999/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$!
天津卫视,http://171.117.13.205:9999/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0$!
山东卫视,http://171.117.13.205:9999/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0$!
重庆卫视,http://171.117.13.205:9999/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0$!
金鹰卡通,http://171.117.13.205:9999/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0$!
湖北卫视,http://171.117.13.205:9999/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0$!
黑龙江卫视,http://171.117.13.205:9999/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0$!
辽宁卫视,http://171.117.13.205:9999/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0$!
上海卫视,http://171.117.13.205:9999/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0$!
江苏卫视,http://171.117.13.205:9999/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0$!
北京卫视,http://171.117.13.205:9999/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$!
四川卫视,http://171.117.13.205:9999/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0$!
河南卫视,http://171.117.13.205:9999/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0$!
贵州卫视,http://171.117.13.205:9999/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0$!
东南卫视,http://171.117.13.205:9999/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0$!
广西卫视,http://171.117.13.205:9999/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0$!
江西卫视,http://171.117.13.205:9999/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$!
吉林卫视,http://171.117.13.205:9999/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0$!
青海卫视,http://171.117.13.205:9999/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0$!
安徽卫视,http://171.117.13.205:9999/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$!
陕西卫视,http://171.117.13.205:9999/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0$!




本地频道,#genre# 
黎城电视台,http://111.53.96.67:8081/live/1/index.m3u8
长治综合,rtmp://live.njgdmm.com/changzhi/cztv1
长治综合,http://live.njgdmm.com/changzhi/cztv1.m3u8
长治公共,rtmp://live.njgdmm.com/changzhi/cztv2
长治公共,http://live.njgdmm.com/changzhi/cztv2.m3u8
长治教育,rtmp://live.njgdmm.com/changzhi/czetv
长治教育,http://live.njgdmm.com/changzhi/czetv.m3u8
襄垣电视台,http://video.xyxrmt.com/lsdream/2MAgsgb/1000/live.m3u8
潞城电视台,http://59.48.42.6:62204/lucheng.m3u8
屯留电视台,https://f3jok3az.live.sxmty.com/live/hls/ebaa2bf2e7f94dc79d4e642ac76d2415/0d97361a940348729fbd0ee3f4eb9e47.m3u8
屯留电视台,http://qqlivepull.seedata.top/live/tunliu_video1.m3u8
上党区电视台,http://zhibo.czmarathon.net/cdd/TVLive.m3u8?auth_key=1724143889-0-0-929d4ecd8b7700822ec202b14ebc6c3c
长子电视台,rtmp://zzlive.zzc-media.com:1935/live/xwzh
武乡电视台,http://60.220.198.84:81/0.m3u8
平顺电视台,http://player4.juyun.tv:80/tv/149466149.m3u8
壶关电视台,https://zmjp3jin.live.sxmty.com/live/hls/268fe96f955d496db37fb10bb887cda9/fc196029d289449ea524a94a95379a0d.m3u8 
涉县综合频道,http://jwcdnqx.hebyun.com.cn/live/SXTV1/1500k/tzwj_video.m3u8
晋城综合,http://live.jinnews.com.cn/xwzh/sd/live.m3u8#http://live.jinnews.com.cn/xwzh/sd/live.m3u8?zshanxd
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8#http://live.jinnews.com.cn/ggpd/sd/live.m3u8?zshanxd
高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8 

北京频道,#genre#
BRTV北京卫视HD,http://114.244.240.166:4022/rtp/239.3.1.241:8000$!
BRTV新闻HD,http://114.244.240.166:4022/rtp/239.3.1.159:8000$!
BRTV影视HD,http://114.244.240.166:4022/rtp/239.3.1.158:8000$!
BRTV文艺HD,http://114.244.240.166:4022/rtp/239.3.1.242:8000$!
BRTV财经HD,http://114.244.240.166:4022/rtp/239.3.1.116:8000$!
BRTV生活HD,http://114.244.240.166:4022/rtp/239.3.1.117:8000$!
BRTV青年HD,http://114.244.240.166:4022/# rtp/239.3.1.118:8000$!
BRTV纪实科教HD,http://114.244.240.166:4022/rtp/239.3.1.115:8000$!
BRTV卡酷少儿HD,http://114.244.240.166:4022/rtp/239.3.1.189:8000$!
BRTV体育休闲[超清],http://114.244.240.166:4022/rtp/239.3.1.243:8000$!
BTV国际频道,http://114.244.240.166:4022/rtp/239.3.1.235:8000$!
爱上4K[超清],http://114.244.240.166:4022/rtp/239.3.1.236:2000$!
4K超清[超清],http://114.244.240.166:4022/rtp/239.3.1.249:8001$!
淘电影HD,http://114.244.240.166:4022/rtp/239.3.1.250:8001$!
星影,http://114.244.240.166:4022/rtp/239.3.1.94:4120$!
动作影院,http://114.244.240.166:4022/rtp/239.3.1.92:4120$!
光影,http://114.244.240.166:4022/rtp/239.3.1.84:4120$!
喜剧影院,http://114.244.240.166:4022/rtp/239.3.1.91:4120$!
家庭影院,http://114.244.240.166:4022/rtp/239.3.1.93:4120$!
精选,http://114.244.240.166:4022/rtp/239.3.1.74:4120$!
经典电影,http://114.244.240.166:4022/rtp/239.3.1.195:9024$!
纪实人文HD,http://114.244.240.166:4022/rtp/239.3.1.212:8060$!
金鹰纪实HD,http://114.244.240.166:4022/rtp/239.3.1.58:8156$!
地理,http://114.244.240.166:4022/rtp/239.3.1.71:4120$!
淘剧场HD,http://114.244.240.166:4022/rtp/239.3.1.95:8001$!
淘娱乐HD,http://114.244.240.166:4022/rtp/239.3.1.100:8001$!
淘BabyHD,http://114.244.240.166:4022/rtp/239.3.1.238:8001$!
萌宠TVHD,http://114.244.240.166:4022/rtp/239.3.1.102:8001$!
睛彩竞技HD,http://114.244.240.166:4022/rtp/239.3.1.125:8001$!
睛彩篮球HD,http://114.244.240.166:4022/rtp/239.3.1.126:8001$!
睛彩羽毛球HD,http://114.244.240.166:4022/rtp/239.3.1.127:8001$!
睛彩广场舞HD,http://114.244.240.166:4022/rtp/239.3.1.128:8001$!
茶频道HD,http://114.244.240.166:4022/rtp/239.3.1.165:8001$!
体育赛事HD,http://114.244.240.166:4022/rtp/239.3.1.157:8176$!
淘精彩HD,http://114.244.240.166:4022/rtp/239.3.1.178:8001$!
快乐垂钓HD,http://114.244.240.166:4022/rtp/239.3.1.164:8001$!
大健康HD,http://114.244.240.166:4022/rtp/239.3.1.251:8001$!
少儿动画,http://114.244.240.166:4022/rtp/239.3.1.199:9000$!
热播剧场,http://114.244.240.166:4022/rtp/239.3.1.194:9020$!
解密,http://114.244.240.166:4022/rtp/239.3.1.75:4120$!
军事,http://114.244.240.166:4022/rtp/239.3.1.76:4120$!
军旅剧场,http://114.244.240.166:4022/rtp/239.3.1.68:4120$!
动画,http://114.244.240.166:4022/rtp/239.3.1.80:4120$!
古装剧场,http://114.244.240.166:4022/rtp/239.3.1.69:4120$!
台球,http://114.244.240.166:4022/rtp/239.3.1.85:4120$!
嘉佳卡通,http://114.244.240.166:4022/rtp/239.3.1.147:9268$!
国学,http://114.244.240.166:4022/rtp/239.3.1.77:4120$!
城市剧场,http://114.244.240.166:4022/rtp/239.3.1.67:4120$!
墨宝,http://114.244.240.166:4022/rtp/239.3.1.83:4120$!
好学生,http://114.244.240.166:4022/rtp/239.3.1.81:4120$!
山东教育,http://114.244.240.166:4022/rtp/239.3.1.52:4120$!
戏曲,http://114.244.240.166:4022/rtp/239.3.1.78:4120$!
收视指南,http://114.244.240.166:4022/rtp/239.3.1.193:8012$!
早教,http://114.244.240.166:4022/rtp/239.3.1.79:4120$!
武侠剧场,http://114.244.240.166:4022/rtp/239.3.1.90:4120$!
武术,http://114.244.240.166:4022/rtp/239.3.1.87:4120$!
爱生活,http://114.244.240.166:4022/rtp/239.3.1.86:4120$!
美人,http://114.244.240.166:4022/rtp/239.3.1.73:4120$!
美妆,http://114.244.240.166:4022/rtp/239.3.1.72:4120$!
财富天下,http://114.244.240.166:4022/rtp/239.3.1.53:9136$!
足球,http://114.244.240.166:4022/rtp/239.3.1.89:4120$!
金鹰卡通,http://114.244.240.166:4022/rtp/239.3.1.51:9252$!
鉴赏,http://114.244.240.166:4022/rtp/239.3.1.82:4120$!
音乐现场,http://114.244.240.166:4022/rtp/239.3.1.70:4120$!
高网,http://114.244.240.166:4022/rtp/239.3.1.88:4120$!
魅力时尚,http://114.244.240.166:4022/rtp/239.3.1.196:9012$!




吉林频道,#genre#
吉林都市,http://tpc.x3322.net:9901/tsfile/live/1002_1.m3u8$!
吉林综艺,http://tpc.x3322.net:9901/tsfile/live/1003_1.m3u8$!
吉林影视,http://tpc.x3322.net:9901/tsfile/live/1006_1.m3u8$!
吉林生活,http://tpc.x3322.net:9901/tsfile/live/1007_1.m3u8$!
吉林乡村,http://tpc.x3322.net:9901/tsfile/live/1008_1.m3u8$!
长影频道,http://tpc.x3322.net:9901/tsfile/live/1010_1.m3u8$!
延边卫视,http://tpc.x3322.net:9901/tsfile/live/1011_1.m3u8$!
松原,http://tpc.x3322.net:9901/tsfile/live/1012_1.m3u8$!

两广频道,#genre#
广西新闻,http://36.136.13.251:18181/tsfile/live/1057_1.m3u8?key=txiptv&playlive=1&authid=0$!
广西都市,http://36.136.13.251:18181/tsfile/live/1056_1.m3u8?key=txiptv&playlive=1&authid=0$!
玉林综合,http://36.136.13.251:18181/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0$!
测试频道 1-6（B）,http://36.136.13.251:18181/tsfile/live/1068_1.m3u8?key=txiptv&playlive=1&authid=0$!
珠江台,http://36.136.13.251:18181/tsfile/live/1015_1.m3u8?key=txiptv&playlive=1&authid=0$!
广州台,http://36.136.13.251:18181/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0$!
广东新闻,http://36.136.13.251:18181/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0$!
广东民生,http://36.136.13.251:18181/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0$!
广东科教,http://36.136.13.251:18181/tsfile/live/1027_1.m3u8?key=txiptv&playlive=1&authid=0$!
广东少儿,http://36.136.13.251:18181/tsfile/live/1028_1.m3u8?key=txiptv&playlive=1&authid=0$!
岭南戏曲,http://36.136.13.251:18181/tsfile/live/1035_1.m3u8?key=txiptv&playlive=1&authid=0$!
测试频道 1-2（B）,http://36.136.13.251:18181/tsfile/live/1064_1.m3u8?key=txiptv&playlive=1&authid=0$!
北京卫视,http://36.136.13.251:18181/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$!
浙江卫视,http://36.136.13.251:18181/tsfile/live/faacts/0124_1.m3u8?key=txiptv&playlive=1&authid=0$!
玉林公共,http://36.136.13.251:18181/tsfile/live/1031_1.m3u8?key=txiptv&playlive=1&authid=0$!
广东体育 1-8（B）,http://36.136.13.251:18181/tsfile/live/1070_1.m3u8?key=txiptv&playlive=1&authid=0$!
珠江台1-3（B）,http://36.136.13.251:18181/tsfile/live/1065_1.m3u8?key=txiptv&playlive=1&authid=0$!
广西综艺,http://36.136.13.251:18181/tsfile/live/1055_1.m3u8?key=txiptv&playlive=1&authid=0$!
广东影视,http://36.136.13.251:18181/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0$!
南方卫视,http://36.136.13.251:18181/tsfile/live/1008_1.m3u8?key=txiptv&playlive=1&authid=0$!
广东体育,http://36.136.13.251:18181/tsfile/live/1026_1.m3u8?key=txiptv&playlive=1&authid=0$!
测试频道1-1(B),http://36.136.13.251:18181/tsfile/live/1063_1.m3u8?key=txiptv&playlive=1&authid=0$!
广西影视,http://36.136.13.251:18181/tsfile/live/1059_1.m3u8?key=txiptv&playlive=1&authid=0$!
牛歌台1-4（B）,http://36.136.13.251:18181/tsfile/live/1066_1.m3u8?key=txiptv&playlive=1&authid=0$!
